country,year,population,population_growth_rate,fertility_rate,median_age,urban_population,population_density,continent,income_group
Chile,1967,12654248011,3.42,6.68,21.1,20.0,1362.85,South America,High income
China,1967,172971843046,3.25,7.35,21.5,25.4,444708.28,Asia,Upper middle income
Colombia,1967,2798127996,3.35,7.21,21.5,23.0,524.39,South America,Upper middle income
Croatia,1967,2373709063,2.99,6.65,21.1,27.3,848.52,Europe,High income
Czech Republic,1967,2418334309,3.15,7.31,21.1,20.0,678.41,Europe,High income
Denmark,1967,4125219285,3.18,7.26,23.9,27.1,683.16,Europe,High income
Egypt,1967,7016726654,2.87,7.42,21.6,20.7,1052.39,Africa,Lower middle income
Ethiopia,1967,5714238529,3.2,7.03,21.9,27.6,2155.99,Africa,Lower middle income
Finland,1967,3888042186,3.17,7.1,23.2,23.1,601.79,Europe,High income
France,1967,17084469056,3.41,6.82,23.0,19.4,8323.06,Europe,High income
Germany,1967,6026992912,3.38,6.97,23.8,24.0,1228.74,Europe,High income
Ghana,1967,3833853925,3.33,6.69,23.7,28.3,406.42,Africa,Lower middle income
Greece,1967,4907659251,3.26,7.22,20.6,25.2,14268.74,Europe,High income
Hungary,1967,6100510658,2.94,6.62,21.6,23.5,978.89,Europe,High income
India,1967,160702840504,3.15,6.62,22.4,25.6,28864.27,Asia,Lower middle income
Indonesia,1967,45961492889,3.05,7.21,21.8,24.0,7091.32,Asia,Lower middle income
Iran,1967,14675810706,3.24,7.06,21.3,20.1,16122.59,Asia,Upper middle income
Iraq,1967,8099727859,3.26,6.57,21.5,25.1,969.34,Asia,Upper middle income
Ireland,1967,612644838,2.99,7.33,20.1,21.2,63.88,Europe,High income
Israel,1967,8173634299,3.01,6.51,20.2,21.6,927.24,Asia,High income
Italy,1967,6748177925,3.28,7.36,21.7,21.1,1304.84,Europe,High income
Japan,1967,19710365878,3.33,6.51,22.9,24.9,2172.01,Asia,High income
Jordan,1967,12439399105,3.17,7.32,21.7,24.0,17631.13,Asia,Upper middle income
Kenya,1967,12762169279,3.04,7.39,21.2,23.8,1901.01,Africa,Lower middle income
Malaysia,1967,10620653960,3.14,7.18,23.6,25.5,1587.34,Asia,Upper middle income
Mexico,1967,9811574344,3.42,6.57,23.2,21.8,1050.94,North America,Upper middle income
Morocco,1967,1327020275,3.3,6.66,21.9,25.4,172.34,Africa,Lower middle income
Myanmar,1967,8963088005,3.43,7.33,21.2,27.4,1729.08,Asia,Lower middle income
Netherlands,1967,5876862746,3.04,7.02,23.0,23.3,933.94,Europe,High income
New Zealand,1967,1654604556,3.28,6.49,23.5,23.8,630.35,Oceania,High income
Nigeria,1967,104449735841,3.14,7.33,21.6,26.7,107781.2,Africa,Lower middle income
Norway,1967,465647596,3.45,7.21,20.9,24.2,199.25,Europe,High income
Pakistan,1967,187204660780,3.32,7.21,21.0,28.4,31589.92,Asia,Lower middle income
Peru,1967,3443213977,3.15,7.05,22.3,24.1,681.85,South America,Upper middle income
Philippines,1967,18306506767,3.34,6.98,20.6,26.9,1963.27,Asia,Lower middle income
Poland,1967,4270415452,3.07,6.58,22.2,20.3,457.22,Europe,High income
Portugal,1967,6842595780,3.0,6.85,21.6,27.1,1499.35,Europe,High income
Romania,1967,7187981617,3.01,6.95,20.7,25.3,1270.43,Europe,Upper middle income
Russia,1967,42999859141,3.41,7.35,23.9,21.6,32661.72,Europe,Upper middle income
Saudi Arabia,1967,12830534175,3.39,7.41,23.5,20.3,1354.24,Asia,High income
Singapore,1967,10323685155,2.86,6.88,20.3,24.6,3048.75,Asia,High income
South Africa,1967,12544108969,3.22,7.31,22.7,23.5,1530.8,Africa,Upper middle income
South Korea,1967,12219741332,2.92,6.97,21.2,19.7,1827.72,Asia,High income
Spain,1967,8149022880,2.95,7.25,23.5,28.3,3070.95,Europe,High income
Sri Lanka,1967,12587820993,3.04,6.99,20.3,19.6,1747.33,Asia,Lower middle income
Sweden,1967,1185799852,3.0,6.63,22.8,19.2,147.14,Europe,High income
Switzerland,1967,2568623516,2.96,6.83,22.0,22.7,800.74,Europe,High income
Taiwan,1967,625999480,3.23,6.46,21.8,28.0,207.61,Asia,High income
Tanzania,1967,4262992792,3.31,7.05,22.4,19.7,3032.32,Africa,Low income
Thailand,1967,12104926507,2.97,6.94,22.3,22.0,1276.31,Asia,Upper middle income
Turkey,1967,9369819961,3.28,6.52,20.5,24.1,5827.1,Asia,Upper middle income
Ukraine,1967,11360537290,2.95,6.93,21.6,25.6,8798.19,Europe,Lower middle income
United Kingdom,1967,11218783337,3.01,7.33,20.3,28.3,1346.78,Europe,High income
United States,1967,60506077061,3.32,6.47,24.0,24.5,19945.92,North America,High income
Uzbekistan,1967,7207066864,2.89,7.43,20.3,25.7,1627.64,Asia,Lower middle income
Venezuela,1967,1934560671,3.0,6.97,22.0,26.2,2840.62,South America,Upper middle income
Vietnam,1967,21631260523,2.98,7.18,20.9,24.9,10045.99,Asia,Lower middle income
Yemen,1967,1021983276,3.42,6.96,21.5,21.5,2049.05,Asia,Lower middle income
Zimbabwe,1967,13036372052,3.24,6.97,23.9,23.2,1878.73,Africa,Lower middle income
Angola,1967,10320677715,3.16,6.71,21.9,23.9,1460.46,Africa,Lower middle income
Azerbaijan,1967,2723924935,3.05,6.48,22.1,24.6,1616.35,Asia,Upper middle income
Belarus,1967,81577562,3.44,7.39,20.9,28.0,11.58,Europe,Upper middle income
Belize,1967,10877738289,3.17,7.29,22.0,22.9,2205.1,North America,Upper middle income
Benin,1967,9491683551,2.96,7.34,22.8,25.5,9531.12,Africa,Lower middle income
Bhutan,1967,9801677745,2.92,6.52,22.2,23.2,1664.54,Asia,Lower middle income
Bolivia,1967,10094617776,3.11,6.61,24.0,24.8,1468.38,South America,Lower middle income
Botswana,1967,987137107,2.91,7.42,21.2,23.4,151.89,Africa,Upper middle income
Brunei,1967,4679393990,3.34,6.98,21.2,19.8,2878.17,Asia,High income
Burkina Faso,1967,1587378345,3.26,6.69,20.4,26.1,277.3,Africa,Low income
Burundi,1967,11483287521,3.07,6.66,22.8,28.9,6532.1,Africa,Low income
Cambodia,1967,8378288829,3.1,6.89,21.1,27.5,1726.39,Asia,Lower middle income
Cameroon,1967,4438602416,3.03,6.62,20.4,26.3,2260.96,Africa,Lower middle income
Cape Verde,1967,864550505,3.08,6.86,22.0,22.9,858.46,Africa,Lower middle income
Central African Republic,1967,4121311831,3.25,7.11,21.2,23.8,2129.57,Africa,Low income
Chad,1967,4286934533,2.86,7.34,20.9,21.5,1532.84,Africa,Low income
Comoros,1967,9568738221,3.23,6.52,20.6,25.6,2816.6,Africa,Lower middle income
Congo,1967,8619395917,3.18,6.7,22.7,20.4,1606.73,Africa,Lower middle income
Costa Rica,1967,11823969564,3.01,7.04,23.6,29.2,1945.37,North America,Upper middle income
Cuba,1967,6285727102,2.99,6.7,22.0,22.9,687.85,North America,Upper middle income
Cyprus,1967,1593874967,3.07,6.82,23.4,25.7,259.5,Asia,High income
Djibouti,1967,9455845411,3.34,6.48,23.6,24.3,2373.99,Africa,Lower middle income
Dominican Republic,1967,10171781250,3.25,6.45,23.6,23.7,2965.26,North America,Upper middle income
Ecuador,1967,7366798253,3.11,6.94,21.7,26.0,1750.02,South America,Upper middle income
El Salvador,1967,10559841076,3.21,7.25,20.5,23.2,3134.28,North America,Upper middle income
Equatorial Guinea,1967,6629380504,3.37,6.52,20.4,27.7,3113.43,Africa,Upper middle income
Eritrea,1967,7053848749,3.18,7.27,20.6,20.5,1266.71,Africa,Low income
Estonia,1967,5854451000,3.1,6.77,22.5,28.5,699.5,Europe,High income
Fiji,1967,355412482,2.86,6.55,22.5,27.4,124.57,Oceania,Upper middle income
Gabon,1967,1428897360,3.32,6.5,21.6,24.3,254.98,Africa,Upper middle income
Gambia,1967,431792548,3.06,7.05,22.4,24.7,67.41,Africa,Low income
Georgia,1967,8405093596,2.9,6.56,21.0,24.2,1000.06,Asia,Upper middle income
Guatemala,1967,4251858092,3.32,6.79,21.7,23.1,2215.04,North America,Upper middle income
Guinea,1967,6648812009,3.2,7.43,20.8,19.7,852.9,Africa,Low income
Guinea-Bissau,1967,11979154575,3.35,7.14,23.9,23.3,1809.53,Africa,Low income
Guyana,1967,3331942081,3.23,6.89,20.9,24.3,630.3,South America,Upper middle income
Haiti,1967,5580258498,3.29,7.1,20.6,26.4,1115.26,North America,Lower middle income
Honduras,1967,10312696170,3.4,6.5,23.4,19.6,2808.22,North America,Lower middle income
Iceland,1967,3070944959,2.94,7.19,20.1,20.9,528.71,Europe,High income
Jamaica,1967,1047014995,3.4,7.15,22.8,23.1,75635.14,North America,Upper middle income
Kazakhstan,1967,3802583355,3.17,7.12,21.8,26.5,728.59,Asia,Upper middle income
Kuwait,1967,2113624763,2.97,7.28,23.0,28.1,1796.6,Asia,High income
Kyrgyzstan,1967,12751604349,2.98,6.45,24.1,22.0,1908.77,Asia,Lower middle income
Laos,1967,10625063086,3.2,7.34,21.4,25.9,5652.09,Asia,Lower middle income
Latvia,1967,8526299130,3.05,6.65,21.4,21.0,945.34,Europe,High income
Lebanon,1967,11589978865,3.0,6.89,21.4,26.6,1193.34,Asia,Upper middle income
Lesotho,1967,10711737082,3.37,7.01,20.7,26.1,2086.09,Africa,Lower middle income
Liberia,1967,2519564947,3.38,6.88,23.7,26.7,515.61,Africa,Low income
Libya,1967,11998568986,3.05,7.42,22.8,19.6,3672.78,Africa,Upper middle income
Lithuania,1967,7260568780,2.88,6.46,21.9,22.5,1656.32,Europe,High income
Luxembourg,1967,10663921113,2.95,7.13,22.2,21.2,3336.05,Europe,High income
Madagascar,1967,12038868008,2.89,6.59,20.4,27.3,1599.99,Africa,Low income
Malawi,1967,4312771388,3.28,7.11,22.0,25.6,11214.32,Africa,Low income
Maldives,1967,1486719480,3.32,6.94,21.5,22.0,231.27,Asia,Upper middle income
Mali,1967,3083457482,3.37,6.78,23.2,24.8,349.26,Africa,Low income
Malta,1967,5722542126,3.16,7.02,23.1,28.8,7769.28,Europe,High income
Mauritania,1967,10686012340,3.41,6.97,22.6,24.0,11398.65,Africa,Lower middle income
Mauritius,1967,11670656918,3.3,6.75,21.3,27.6,16108.56,Africa,Upper middle income
Moldova,1967,101583380,3.0,7.03,23.8,26.0,24.51,Europe,Upper middle income
Mongolia,1967,6899727426,3.06,6.72,24.1,26.7,1070.13,Asia,Lower middle income
Montenegro,1967,5542689201,2.88,6.47,22.3,26.8,1031.34,Europe,Upper middle income
Mozambique,1967,3028017178,2.87,6.81,21.0,23.7,4178.35,Africa,Low income
Namibia,1967,1646940390,2.98,7.36,21.8,29.1,297.23,Africa,Upper middle income
Nepal,1967,4620774611,2.85,7.19,23.7,20.6,4802.49,Asia,Lower middle income
Nicaragua,1967,12557592711,3.41,6.98,22.2,20.6,1411866.3,North America,Lower middle income
Niger,1967,4396149545,2.9,7.07,23.8,21.3,660.77,Africa,Low income
North Korea,1967,6788493430,3.21,6.6,23.0,22.2,1464.79,Asia,Lower middle income
Oman,1967,9450164837,2.95,7.18,21.3,25.8,5967.25,Asia,High income
Panama,1967,4913884671,2.93,6.87,21.1,26.7,1874.75,North America,High income
Papua New Guinea,1967,13253599480,3.39,6.64,22.6,20.1,3384.49,Oceania,Lower middle income
Paraguay,1967,13011906594,3.25,7.06,21.2,23.0,12628.52,South America,Upper middle income
Qatar,1967,3409999743,3.15,7.15,21.1,22.4,1020.1,Asia,High income
Rwanda,1967,6488887518,3.05,7.24,23.7,24.4,1424.39,Africa,Low income
Senegal,1967,3929957513,3.38,6.45,23.9,24.1,1149.11,Africa,Lower middle income
Serbia,1967,3898202144,2.86,7.02,22.3,21.4,908.79,Europe,Upper middle income
Sierra Leone,1967,503594618,3.29,6.44,23.8,20.8,215.53,Africa,Low income
Slovakia,1967,8052506775,2.87,6.56,24.0,22.4,6978.54,Europe,High income
Slovenia,1967,6587608749,3.28,7.29,21.1,19.4,2951.86,Europe,High income
Somalia,1967,678714180,2.91,6.87,21.0,24.4,267.67,Africa,Low income
Sudan,1967,3816816420,3.39,7.01,21.5,23.0,926.61,Africa,Lower middle income
Suriname,1967,12288889185,3.12,7.3,23.9,22.6,2191.55,South America,Upper middle income
Syria,1967,3140926590,2.97,6.85,20.9,28.0,1983.28,Asia,Lower middle income
Tajikistan,1967,1938473010,3.21,7.13,21.6,27.9,341.06,Asia,Lower middle income
Togo,1967,6526774259,2.89,6.9,23.4,25.3,784.3,Africa,Low income
Trinidad and Tobago,1967,13174114375,2.92,6.45,21.3,26.2,1667.02,North America,High income
Tunisia,1967,3206994996,3.15,6.86,21.7,21.5,2350.18,Africa,Lower middle income
Turkmenistan,1967,8847499954,2.88,6.64,20.1,25.5,2795.92,Asia,Upper middle income
Uganda,1967,10438247429,2.97,6.79,21.5,19.3,1243.8,Africa,Low income
United Arab Emirates,1967,3105491893,3.41,7.33,22.2,24.6,474.98,Asia,High income
Uruguay,1967,9680876867,3.24,6.48,20.3,23.8,1761.22,South America,High income
Zambia,1967,5021821314,2.91,7.26,20.9,23.1,1585.82,Africa,Lower middle income
Afghanistan,1968,10026237994,2.89,6.86,23.6,24.2,2043.4,Asia,Low income
Albania,1968,26117447136,3.22,6.85,21.4,28.6,4525.93,Europe,Upper middle income
Algeria,1968,19374377663,2.96,7.16,20.6,29.7,14853.25,Africa,Lower middle income
Argentina,1968,16399642421,3.04,6.85,23.9,23.9,3050.87,South America,Upper middle income
Australia,1968,4097637476,2.8,6.6,23.1,21.0,3599.14,Oceania,High income
Austria,1968,4186388116,3.19,7.07,21.1,20.6,445.17,Europe,High income
Bangladesh,1968,36853263493,3.31,7.22,23.5,21.5,4484.35,Asia,Lower middle income
Belgium,1968,23684121773,3.16,6.7,21.5,21.0,4645.71,Europe,High income
Brazil,1968,249238667022,3.02,6.84,21.9,26.2,27654.19,South America,Upper middle income
Bulgaria,1968,18677749124,3.03,6.5,22.9,27.1,2004.22,Europe,Upper middle income
Canada,1968,559612865,3.37,6.42,22.8,20.4,62.61,North America,High income
Chile,1968,26143851026,3.2,7.19,21.0,20.2,2974.63,South America,High income
China,1968,345889725958,2.88,6.83,22.8,20.1,125792.64,Asia,Upper middle income
Colombia,1968,5566606242,3.05,7.26,24.3,26.2,3442.09,South America,Upper middle income
Croatia,1968,5023092936,3.11,6.51,24.1,27.4,686.47,Europe,High income
Czech Republic,1968,5007747158,2.92,6.57,23.2,22.0,1141.42,Europe,High income
Denmark,1968,8334171982,3.27,6.81,23.6,28.2,1272.76,Europe,High income
Egypt,1968,13899007633,2.96,6.67,20.9,22.5,6631.26,Africa,Lower middle income
Ethiopia,1968,11598956641,3.35,6.46,23.3,26.7,12101.83,Africa,Lower middle income
Finland,1968,8045181659,3.14,6.72,23.4,22.4,1160.02,Europe,High income
France,1968,34066248770,3.3,6.81,22.9,22.0,5031.15,Europe,High income
Germany,1968,12335503392,3.08,6.98,22.2,28.7,2477.41,Europe,High income
Ghana,1968,8031814519,3.28,6.77,21.3,23.9,972.1,Africa,Lower middle income
Greece,1968,9707211398,3.11,7.17,21.8,26.2,3950.73,Europe,High income
Hungary,1968,11995837296,3.28,6.46,21.5,28.4,3461.66,Europe,High income
India,1968,335649926271,3.39,6.63,20.6,26.9,74416.66,Asia,Lower middle income
Indonesia,1968,89205839721,3.22,6.39,23.9,21.2,70020.75,Asia,Lower middle income
Iran,1968,29706707428,3.38,7.05,23.6,23.8,8831.32,Asia,Upper middle income
Iraq,1968,15695007066,3.09,6.91,22.9,22.4,1654.44,Asia,Upper middle income
Ireland,1968,1238035642,3.38,6.37,22.3,23.1,275.62,Europe,High income
Israel,1968,16421254946,3.06,6.77,23.3,26.7,1970.66,Asia,High income
Italy,1968,13438380115,3.17,6.95,21.9,24.7,4281.77,Europe,High income
Japan,1968,38012443394,2.93,6.47,23.1,26.4,3998.74,Asia,High income
Jordan,1968,25883406922,2.83,7.24,23.9,24.2,4417.68,Asia,Upper middle income
Kenya,1968,26728312253,3.12,7.27,20.7,21.7,6063.44,Africa,Lower middle income
Malaysia,1968,21863937033,3.29,7.35,22.0,20.3,2728.93,Asia,Upper middle income
Mexico,1968,20259920844,2.92,6.85,23.4,27.5,4054.67,North America,Upper middle income
Morocco,1968,2609702396,3.38,7.02,22.0,22.6,356.94,Africa,Lower middle income
Myanmar,1968,18133856423,2.9,6.89,21.6,26.1,15364.17,Asia,Lower middle income
Netherlands,1968,11960378939,2.97,6.36,20.9,29.1,1378.93,Europe,High income
New Zealand,1968,3243538383,3.27,6.97,24.3,23.5,475.95,Oceania,High income
Nigeria,1968,209231698166,3.04,7.32,22.6,22.7,173839.77,Africa,Lower middle income
Norway,1968,949705882,3.19,6.73,24.2,20.0,312.62,Europe,High income
Pakistan,1968,385694996779,2.99,6.61,22.5,28.0,373603.52,Asia,Lower middle income
Peru,1968,7158998246,3.28,6.54,23.2,23.6,1779.28,South America,Upper middle income
Philippines,1968,38105494977,3.38,6.49,22.1,24.6,10124.36,Asia,Lower middle income
Poland,1968,8328210723,2.83,7.05,22.1,21.7,1020.55,Europe,High income
Portugal,1968,14254031717,3.09,6.66,23.0,22.7,6037.69,Europe,High income
Romania,1968,14919516578,2.82,6.45,20.4,21.3,21596.48,Europe,Upper middle income
Russia,1968,88133450908,2.97,6.51,21.4,29.2,16941.96,Europe,Upper middle income
Saudi Arabia,1968,25879445130,3.32,6.75,21.7,21.9,6848.97,Asia,High income
Singapore,1968,20632655628,3.21,6.65,22.7,20.5,10781.55,Asia,High income
South Africa,1968,25140570095,3.36,6.74,23.1,22.4,19776.9,Africa,Upper middle income
South Korea,1968,23452462303,2.98,6.52,21.1,27.4,147162.06,Asia,High income
Spain,1968,16148418267,3.03,6.87,22.7,22.9,5470.71,Europe,High income
Sri Lanka,1968,25152556481,3.32,6.55,20.8,28.8,7187.26,Asia,Lower middle income
Sweden,1968,2400628821,3.02,6.49,22.8,25.1,1182.15,Europe,High income
Switzerland,1968,5268942886,3.28,6.95,20.8,25.3,749.74,Europe,High income
Taiwan,1968,1251363454,3.18,6.51,23.2,26.6,5102.52,Asia,High income
Tanzania,1968,8716695442,3.0,7.03,21.3,25.7,954.51,Africa,Low income
Thailand,1968,24638434456,3.35,7.34,20.4,26.0,5967.19,Asia,Upper middle income
Turkey,1968,18924051671,2.95,7.34,22.9,27.7,22084.06,Asia,Upper middle income
Ukraine,1968,21883947663,3.26,6.38,23.7,19.9,3330.11,Europe,Lower middle income
United Kingdom,1968,22478229945,3.17,7.06,21.8,20.9,32231.98,Europe,High income
United States,1968,123712480257,3.11,7.1,22.4,24.0,31072.03,North America,High income
Uzbekistan,1968,14201378233,3.0,7.34,23.9,23.1,2415.87,Asia,Lower middle income
Venezuela,1968,3882744994,3.06,6.38,20.7,24.9,400.51,South America,Upper middle income
Vietnam,1968,44744944371,2.84,6.55,23.5,28.2,7243.41,Asia,Lower middle income
Yemen,1968,2035788210,2.82,7.19,23.6,22.4,287.25,Asia,Lower middle income
Zimbabwe,1968,26106458266,2.82,6.56,21.1,23.2,6237.99,Africa,Lower middle income
Angola,1968,20792198351,3.09,6.63,20.5,25.9,5253.14,Africa,Lower middle income
Azerbaijan,1968,5293663593,3.32,7.11,23.8,24.7,4040.4,Asia,Upper middle income
Belarus,1968,163863408,2.92,6.8,20.7,28.1,130.02,Europe,Upper middle income
Belize,1968,22476220024,3.32,6.82,23.4,26.0,2798.7,North America,Upper middle income
Benin,1968,18946025631,3.27,6.82,24.2,24.7,4094.91,Africa,Lower middle income
Bhutan,1968,19954387016,3.29,6.91,21.1,24.5,2061.24,Asia,Lower middle income
Bolivia,1968,21070201920,3.29,6.39,22.3,26.3,2538.43,South America,Lower middle income
Botswana,1968,1951569600,3.31,6.91,21.2,23.0,692.04,Africa,Upper middle income
Brunei,1968,9671519051,2.83,6.52,23.7,21.1,4142.46,Asia,High income
Burkina Faso,1968,3120869220,3.11,7.12,22.2,27.7,504.68,Africa,Low income
Burundi,1968,22695332495,2.89,6.8,22.0,27.2,3907.74,Africa,Low income
Cambodia,1968,16664529004,2.9,6.59,22.7,24.0,3235.98,Asia,Lower middle income
Cameroon,1968,8739075462,3.2,7.21,21.4,24.7,895.83,Africa,Lower middle income
Cape Verde,1968,1705709456,3.16,6.45,22.8,20.7,177.82,Africa,Lower middle income
Central African Republic,1968,8484974868,3.27,7.06,22.8,24.3,988.48,Africa,Low income
Chad,1968,8999840692,3.1,7.29,22.7,25.2,1980.0,Africa,Low income
Comoros,1968,19297557850,2.8,6.6,22.4,23.6,4302.3,Africa,Lower middle income
Congo,1968,17656828044,3.01,6.81,20.9,20.3,2277.03,Africa,Lower middle income
Costa Rica,1968,23974171422,3.26,6.51,22.7,22.3,10508.58,North America,Upper middle income
Cuba,1968,12347695363,2.88,6.67,20.9,29.7,3999.88,North America,Upper middle income
Cyprus,1968,3159307649,2.92,6.95,20.7,28.4,328.58,Asia,High income
Djibouti,1968,18907325834,3.07,6.38,23.0,23.9,6999.31,Africa,Lower middle income
Dominican Republic,1968,20118708598,3.19,6.78,21.1,26.7,3560.1,North America,Upper middle income
Ecuador,1968,15433770398,2.87,7.15,23.1,21.0,2221.16,South America,Upper middle income
El Salvador,1968,20675155664,3.37,6.5,23.0,23.6,2160.82,North America,Upper middle income
Equatorial Guinea,1968,13159214692,3.38,7.26,21.5,27.8,1321.73,Africa,Upper middle income
Eritrea,1968,13865498458,3.06,6.88,21.6,20.0,6296.57,Africa,Low income
Estonia,1968,11362774664,3.07,6.53,23.9,26.8,13322.21,Europe,High income
Fiji,1968,703311555,3.19,7.32,20.4,22.3,75.8,Oceania,Upper middle income
Gabon,1968,2990874035,3.23,7.13,20.8,24.9,1291.06,Africa,Upper middle income
Gambia,1968,842519136,3.29,6.5,22.3,29.2,453.18,Africa,Low income
Georgia,1968,17622309224,3.4,6.92,21.1,23.0,4150.82,Asia,Upper middle income
Guatemala,1968,8371831409,2.97,7.33,21.0,27.1,1640736.4,North America,Upper middle income
Guinea,1968,13769191836,3.35,6.65,21.1,26.3,1932.17,Africa,Low income
Guinea-Bissau,1968,24695678374,2.99,6.61,24.2,29.0,5399.49,Africa,Low income
Guyana,1968,6857490266,3.07,6.78,21.0,24.1,1275.9,South America,Upper middle income
Haiti,1968,10739639094,3.07,7.14,23.1,26.2,1180.75,North America,Lower middle income
Honduras,1968,19756343077,3.13,7.15,22.6,23.0,14490.82,North America,Lower middle income
Iceland,1968,6310357443,3.08,7.24,22.7,26.5,784.6,Europe,High income
Jamaica,1968,2103525809,3.04,6.87,23.6,23.5,541.89,North America,Upper middle income
Kazakhstan,1968,7619829066,3.35,6.45,23.0,23.9,1878.29,Asia,Upper middle income
Kuwait,1968,4395943137,2.84,6.95,23.5,28.1,2576.55,Asia,High income
Kyrgyzstan,1968,25614296703,3.19,7.24,22.3,25.2,2787.05,Asia,Lower middle income
Laos,1968,22269789953,3.07,6.63,22.0,23.7,7761.18,Asia,Lower middle income
Latvia,1968,16814199461,3.32,6.43,23.1,21.5,4879.74,Europe,High income
